external_id,title,project_lead_name,co_researchers,institution,province,country,competition_year,award_amount,program,program_type,theme,research_subject,keywords,abstract,duration,source_url
172333,Vasoactive peptide and growth factor-induced signaling in vascular smooth muscle cells in health and disease,Srivastava  Ashok K,"Srivastava, Ashok K",Centre hospitalier de l'Universit&eacute; de Montr&eacute;al (CHUM),Qu&eacute;bec,Canada,200809,643660.0,Operating Grant,Operating Grants,Biomedical,Circulatory and Respiratory Health,Angiotensin -Ii; Calcium; Calmodulin; Endothelin; Growth Factors; Hypertension,"Hypertension is associated with abnormal vascular resistance due to vessel wall thickness.  The increase in wall thickness of the vessels is due to a greater vascular smooth muscle cell (VSMC) mass, because of the abnormal growth and proliferation of these cells.  The exact mechanism for this abnormality in hypertension is not clearly understood at the present.  The studies proposed in this grant application are aimed at delineating the molecular mechanism of the abnormal VSMC growth in animal models of hypertension. More specifically,we propose to investigate if vasoactive peptide and growth factor -induced proliferative and hypertrophic signaling pathways are defecive in animal models of hypertension , and if correction of this aberration by pharmacological or genetic interventions can  improve the hypertension.     The results obtained from these studies will eventually provide a basis for new approaches to the management of cardiovascular disease, more particularly, hypertension.",5 yrs 0 mth,https://webapps.cihr-irsc.gc.ca/decisions/p/project_details.html?applId=172333&lang=en
172339,Molecular mechanisms of the immune receptor dectin-1 signaling,Touret  Nicolas,"Touret, Nicolas",University of Alberta,Alberta,Canada,200809,670970.0,Operating Grant,Operating Grants,Biomedical,Infection and Immunity,Biochemistry; Dectin-1; Fungal Infection; Imaging; Macrophages; Signaling,"Infectious diseases continue to be a major cause of mortality worldwide, emphasizing the need for constant expansion of our knowledge on the mechanisms involved in the immune control of pathogens. Understanding how our bodies respond to such life threatening microbes is a priority. By developing new experimental approaches, designed to further detail the relationship between the host and its pathogens, I wish to contribute to the development of new strategies for fighting infectious diseases. Recent discoveries in the domain of innate immunity have highlighted the important role of a new family of proteins. Through these proteins, specialized cells of the innate immune system recognize unique molecule present on the surface of pathogens. These proteins have been named pattern recognition receptors (PRRs) due to their capacity to bind specific pathogen-associated molecular patterns (PAMPs). Dectin-1, a member of this family of immune receptors, is the major receptor for fungal and bacterial beta-glucans. An important feature of this particular PRR relies in its capacity to activate several important processes in immune cells required to counteract microbial infections.
The long-term objectives of this project are to elucidate, at the molecular level, the determinants of dectin-1 mediated activation of the immune system. Classical biochemical and biophysical approaches, combined with the use of single molecule analysis, will address questions about the molecular organization of the receptor, specifically, how ligand binding triggers phagocytosis and cellular activation. Such techniques, with the ability to resolve individual molecule behavior, will certainly shed light on yet undetermined mechanisms and thus strengthen our understanding of the regulation of immune system responses to microbial challenges.",5 yrs 0 mth,https://webapps.cihr-irsc.gc.ca/decisions/p/project_details.html?applId=172339&lang=en
172368,Evolution of cost-free resistance mutations in a Pseudomonas model system,Kassen  Rees,"Kassen, Rees",University of Ottawa,Ontario,Canada,200809,291744.0,Operating Grant,Operating Grants,Biomedical,Genetics,Antibiotic Resistance; Costs Of Resistance; Cystic Fibrosis; Pseudomonas; Selection Experiments; Whole-Genome Sequencing,"The initial optimism accompanying the introduction of antibiotic drugs to control infection over 60 years ago has been
steadily eroded by growing reports of antimicrobial resistance in nearly all human-associated pathogens. What little faith
remains in the long-term utility of antibiotics for treatment is now being undermined on a second front: resistance, once it
evolves, is not readily lost when the offending antibiotic is removed from general use. The causes of persistence remain
unresolved and form the subject of this proposal. The main objective of the work outlined here is to evaluate the hypothesis
that the resistance mutations that most commonly arise in clinical settings actually pay little or no cost of resistance in the
absence of antibiotic. Our work makes use of a combination of experimental, genomic and epidemiological approaches using
resistance to quinolone antibiotics in two Pseudomonas species as a model. The results of this work will thus be crucial to
designing strategies to eliminate or control resistance.",3 yrs 0 mth,https://webapps.cihr-irsc.gc.ca/decisions/p/project_details.html?applId=172368&lang=en
172371,Endobiotics glucuronidation: a novel therapeutic avenue for metabolic and endocrine diseases,Barbier  Olivier,"Barbier, Olivier",Universit&eacute; Laval,Qu&eacute;bec,Canada,200809,300000.0,CIHR New Investigator,Salary Programs,Biomedical,"Nutrition, Metabolism and Diabetes",Cardiovascular Diseases; Endobiotics Metabolism; Gene Regulation; Hormonal Diseases; Liver Diseases; Molecular Pharmacology,"Glucuronidation is an enzymatic reaction very well studied for the role its plays in drug elimination. However, this reaction also affects a wide variety of endogenous substance. The aim of our research program is to determine whether controlling the elimination of specific endogenous compounds through the use of novel drugs can be of therapeutic value in the treatment of various pathologies such as liver diseases, cardiovascular diseases or prostate cancer.",5 yrs 0 mth,https://webapps.cihr-irsc.gc.ca/decisions/p/project_details.html?applId=172371&lang=en
172376,Human papillomavirus (HPV) perinatal transmission and risk of HPV persistance among children: A pilot cohort study.,Trottier  Helen,"Trottier, Helen","Centre hospitalier universitaire Sainte-Justine (Montr&eacute;al, Qu&eacute;bec)",Qu&eacute;bec,Canada,200809,400929.0,Operating Grant,Operating Grants,Social / Cultural / Environmental / Population Health,Infection and Immunity,Children'S Health; Cohort Study; Human Papillomavirus; Perinatal Transmission; Pregnancy,"The role of Human papillomaviruses (HPV) in the pathogenesis of malignant tumours has been well described. HPV is recognized unequivocally as the main causal factor for cervical cancer, is thought to be responsible for a substantial proportion of many other anogenital neoplasms and a non negligible portion of head and neck cancers (oral cavity, pharynx, and larynx) and is suspected to play a causal role in many other neoplasms, such as conjunctiva carcinoma. HPV is the most common sexually transmitted infection in the world and the prevalence can reach 30-40% among young sexually active women of reproductive age. A high probability of perinatal transmission of HPV is supported by several studies, although methodological limitations (small sample size, short follow-up, sample contamination, etc.) hamper definitive conclusions. Even if it is imperative to answer questions about HPV in children, currently there is a paucity of firm data available. This pilot cohort study is designed to establish the risk of perinatal transmission of type-specific HPV to the mucosa of newborns (conjunctival, pharyngeal, bucal and genital), delineate the risk factors associated with perinatal transmission, determine the risk of persistence of HPV infection among children, analyse the risk factors associated with persistence, characterize the presence of antibodies against HPV in infected mothers and their children and assess the prevalence of HPV in placenta specimen and its relationship with adverse pregnancy outcome. This pilot project will serve as a template to apply relevant technical and scientific adjustments to the research protocol before going on with a larger sample and longer follow-up. The study will improve our understanding of the natural history of HPV across the lifespan. This, in turn, may identify a possible point at which to intervene to prevent HPV infection.",4 yrs 0 mth,https://webapps.cihr-irsc.gc.ca/decisions/p/project_details.html?applId=172376&lang=en
172382,Mechanism of female sex hormone action on susceptibility and immune responses to HSV-2 infection,Kaushic  Charu,"Kaushic, Charu",McMaster University,Ontario,Canada,200809,653705.0,Operating Grant,Operating Grants,Biomedical,Infection and Immunity,Herpes Simplex Virus; Immune Responses; Knockout Mice; Primary Cell Cultures; Sex Hormones; Sexually Transmitted Diseases; Suscepbility; Women'S Reproductive Health,"Genital herpes is a major health problem. An estimated one in four sexually active adults has actve or inactive genital herpes
infection. For some time now, it is known that menstrual cycle of women can influence susceptibility to STDs and disease
severity. Clinical studies also show that use of oral contraceptives and other hormonal contraceptives such as Depo-Provera
by women correlate with increased chance of getting STI infections, including HIV, HSV-2, Chlamydia. Our previous
research has shown that sex hormones control both susceptibility and immune responses to sexually transmitted infections
including chlamydia and HSV-2. We recently reported that female mice treated with estradiol were protected from herpes
infection while progesterone treated mice had severe genital herpes and inflammation. In the current study, we propose to
understand how the hormonal environment in the reproductive tract affects immunity to hereps infection in this mouse model.
We will study how certain hormones can affect body's defence mechanism in a certain way resulting in better or worse
protection. We will also examine how local environment in the genital tract affects body's protective mechanisms. These
studies will help us understand how hormones affect ability of females to defend against sexually transmitte infections. This
information will be useful particulaly for women who are on hormonal contraceptives on hormone replacement therapies. It
will also help us to understand how we can make use of natural hormones to make better vaccine against herpes, targeted
specifically for women.",5 yrs 0 mth,https://webapps.cihr-irsc.gc.ca/decisions/p/project_details.html?applId=172382&lang=en
172386,"Characterization of a novel, caspase-8 dependent survival pathway in inflammatory neutrophils",Marshall  John C,"Marshall, John C",Unity Health Toronto,Ontario,Canada,200809,501135.0,Operating Grant,Operating Grants,Biomedical,Infection and Immunity,Apoptosis; Cell Signaling; Critical Illness; Innate Immunity; Neutrophils; Sepsis,"White blood cells known as neutrophils form the body's first line of defense against infection.  They release a potent array of substances that kill invading bacteria, and so are essential to surviving a life-threatening infection.  But these same substances can cause unwanted damage to healthy host tissues.  Tissue injury by neutrophils, for example, contributes to a condition known as sepsis in critically ill patients in an ICU, and to joint injury in patients with arthritis. In health, the potential for injury is minimized because of the neutrophil lives for only a very brief period, before dying a death by cellular suicide through a process known as apoptosis.  During inflammation, the neutrophil's ability to undergo apoptosis is inhibited, with the result that its capacity for both host defense and tissue injury is enhanced.  We have found that neutrophil survival is dependent on changes to the structure of an enzyme called caspase-8 that initiates the process of apoptosis.  The addition of a phosphate molecule to an amino acid in capase-8 (a process called phosphorylation) blocks its activity.  In the studies proposed here, we will first determine whether phosphorylated caspase-8 is needed to activate a protein known as PI3 kinase, which regulates the survival program in the neutrophil.   We will define the role in neutrophil survival of a new survival gene that we have recently identified and called ILIP-1 (Interleukin-1-Induced Protein-1).  These processes - caspase-8 phosphorylation, PI3 kinase activation, and expression of ILIP-1 - comprise an integrated complex that we have termed the 'casapase-8 survivalsome'.  Finally, we will determine whether modulation of the survivalsome in neutrophils from critically ill patients with sepsis can restore the normal expression of apoptosis.  Together the studies will provide the insights necessary to develop new treatments for life-threatening inflammation that are based on preventing the persistence of inflammation.",5 yrs 0 mth,https://webapps.cihr-irsc.gc.ca/decisions/p/project_details.html?applId=172386&lang=en
172390,Investigating the role of mutated UFM1 in a recessive late-onset cerebellar ataxia (LOCA) that often evolves into a multiple system atrophy of cerebellar subtype (MSA-C),Brais  Bernard,"Brais, Bernard",Centre hospitalier de l'Universit&eacute; de Montr&eacute;al (CHUM),Qu&eacute;bec,Canada,200809,323988.0,Operating Grant,Operating Grants,Biomedical,"Neurosciences, Mental Health and Addiction",Ataxia; Cerebellum; Gene; Multiple System Atrophy; Neurodegeneration; Positional Cloning,"Late-onset ataxias have largely been considered as either milder forms of dominant ataxias or sporadic diseases seemingly not caused by genetic factors. Their prevalence is unknown, but together they are poorly recognized cause of decreased mobility in aging. Recruitment over the last two years has led to our present cohort of 34 families which includes 58 definitive cases. The major clinical feature is the onset during the six and seventh decades (mean: 60.4) of gait ataxia in individuals with previously normal motor performance. The mode of transmission is clearly recessive. A genome-wide scan combined to further genotyping in 11 families uncovered the original locus (multipoint LOD score 5.18). Sequencing of the ubiquitin-fold modifier 1 (UFM1) gene uncovered seven mutations. This application proposes to better describe this condition, its overlap with Multiple System Atrophy and establish how UFM1 mutations lead to neurodegeneration.",3 yrs 0 mth,https://webapps.cihr-irsc.gc.ca/decisions/p/project_details.html?applId=172390&lang=en
172393,Urinary Tract Defects:Identifying Causative Genes from Mouse Models,Gupta  Indra R,"Gupta, Indra R",Research Institute of the McGill University Health Centre,Qu&eacute;bec,Canada,200809,387135.0,Operating Grant,Operating Grants,Biomedical,"Human Development, Child and Youth Health",Kidney And Urinary Tract Development; Mouse Genetics; Vesicoureteric Reflux,"Our laboratory has discovered a mouse model that has a congenital urinary tract defect known as vesicoureteric reflux.  In this grant, we will use this mouse model to understand the genetic basis of vesicoureteric reflux and to elucidate the mechanism by which the ureter fails to insert correctly into the bladder wall.  In the final aim of this grant, we will determine whether the gene (s) that are mutated in this mouse model are associated with vesicoureteric reflux in humans.",3 yrs 0 mth,https://webapps.cihr-irsc.gc.ca/decisions/p/project_details.html?applId=172393&lang=en
172402,Regulation of cystathionine gamma-lyase expression in vascular smooth muscle cells,Yang  Guangdong,"Yang, Guangdong","Lakehead University (Thunder Bay, Ontario)",Ontario,Canada,200809,330649.0,Operating Grant,Operating Grants,Biomedical,Circulatory and Respiratory Health,Cystathionine Gamma-Lyase; Hydrogen Sulfide; Knockout Mice; Microrna-21; Smooth Muscle Cells; Specificity Protein-1,"H2S has been traditionally known as a gas of ""rotten egg"". But, now we know this gas is also generated in our body. Cystathionine gamma-lyase (CSE), a major H2S-producing gene, has been shown to be involved in certain vascular disorders. The mechanisms why CSE is involved have not been fully understood.  The proposed study seeks to explore the regulation and control of CSE and H2S in blood vessle cells as well as their effects on cell growth. The regulation of CSE gene expresion may happen at molecular levels. By computer-related study, we firstly identified multiple regulators (miR-21 and Sp1) for CSE gene. To further test our hypothesis, firstly, the regulation relationship of these regulators on CSE will be further investigated at cellular and molecular levels using multiple techniques, including gene cloning, gene mutation, transfection, RNA silencing, quantitative determination of RNA and protein, etc.  Secondly, the effects of these regulators on H2S production and blood vessel cell growth as well as the underlying mechanisms will be examined.  We also will use a specific mouse model, CSE gene knockout mice, to explore the specifial roles of these regulators on controlling CSE and H2S production as well as cell growth in blood vessel cells. With this study, the importance of CSE/H2S system in regulating vascular structure and function will be better understood, and strategies can be perceived to target the altered CSE expression and H2S effect on blood vessels under various vascular diseases.",3 yrs 0 mth,https://webapps.cihr-irsc.gc.ca/decisions/p/project_details.html?applId=172402&lang=en
172407,Exploring the disease-modifying potential of calcium channel blockers in Parkinson's disease: Using population-based administrative data to inform clinical trials.,Marras  Connie,"Marras, Connie",University Health Network (Toronto),Ontario,Canada,200809,65453.0,Operating Grant,Operating Grants,Clinical,Health Services and Policy Research,Health Services Research; Parkinson'S Disease; Prognosis; Treatment,"There is evidence from laboratory models that a class of medication commonly used to treat high blood pressure (dihydropyridine calcium channel blockers, DHP CCBs) may be protective against the progression of Parkinson's disease.  This project will compare the rate of progression of parkinsonism in patients exposed and unexposed to calcium channel blockers using the health care administrative databases of Ontario.  Rate of progression will be assessed by time to requiring drug treatment, institutionalization and death.  If slower rate of progression is identified in those taking DHP CCBs, this will represent the first human evidence of a beneficial effect of this class of agents and justify further research in the Parkinson's disease population.  There is a critical need for treatments that slow the progression of Parkinson's disease.
This project will lay the foundation for other projects investigating the effects of commonly used medications on outcomes in Parkinson's disease.",2 yrs 0 mth,https://webapps.cihr-irsc.gc.ca/decisions/p/project_details.html?applId=172407&lang=en
172416,Anomalies dans le contrôle de la réponse des cellules endométriales à l'IL-1 : rôle dans la physiopathologie de l'endométriose.,Akoum  Ali,"Akoum, Ali",Universit&eacute; Laval,Qu&eacute;bec,Canada,200809,615074.0,Operating Grant,Operating Grants,Clinical,Gender and Health,Angiogénèse; Cellules Endométriales; Cellules Endométriosiques; Culture Cellule; Cytokines; Elisa; Endomètre; Endométriose; Gel Shift; Il-1; Immunocytofluorescence; Inflammation; Modèle In Vivo; Prolifération; Promoteur; Real Time-Pcr; Récepteurs; Signalisation; Sirna; Survie Cellulaire; Transfection; Western Blot; Zymographie,"L'endométriose, croissance de tissu endométial souvent dans l'abdomen, est une maladie fréquente (8 à 10% de femmes en période reproductive) causant infertilité et douleurs abdominales. La maladie dépend des hormones du cycle, mais elle est souvent associée à de l'inflammation dans l'abdomen et dans l'endomètre à l'intérieur de l'utérus. Nos recherches on montré l'existence d'une déficience dans un système spécifique de contrôle de cette inflammation dans l'endomètre (le récepteur de l'interleukine-1 type 2), laquelle se conjugue à une surexpression du récepteur d'activation type 1 dans les implants. Cette déficience peut jouer un rôle clé dans l'initiation de l'inflammation dans la cavité abdominale, là où on trouve les lésions d'endométriose, dans l'aptitude de ces cellules à se développer à l'extérieur de la cavité utérine et former des lésions d'endométiose et notre but est d'en connaître les mécanismes, et les implications quant au développement de la maladie. Nous croyons que la recherche proposée pourrait avoir un impact considérable dans l'endométriose pour mieux comprendre la physiopathologie de cette maladie et la mise en place de nouvelles approches diagnostiques et thérapeutiques.",5 yrs 0 mth,https://webapps.cihr-irsc.gc.ca/decisions/p/project_details.html?applId=172416&lang=en
172420,Redefining the phenotype in complex diseases through latent classes to model intra- and inter-family heterogeneity: application to genetic linkage and association analysis.,Labbe  Aurelie,"Labbe, Aurelie",McGill University,Qu&eacute;bec,Canada,200809,185358.0,Operating Grant,Operating Grants,Social / Cultural / Environmental / Population Health,Genetics,Gene Expression Data; Genetic Basis Of Complex Diseases; Genetic Heterogeneity; Genetic Linkage Analysis; Latent Class Analysis; Multivariate Phenotypes,"Identifying the genes involved in complex diseases such as cardio-vascular disease, diabetes, asthma and psychiatric disorders is a challenge in Human genetics. The task is difficult because what we see as one disease is often a collection of several disease sub-types that, despite sharing clinical similarities, are caused by different genes and other factors The general objective of our proposal is to develop statistical tools to distinguish the disease sub-types based on the patterns of clinical measurements, taken on patients participating in clinical studies. Once we identify in which disease subtype each patient belongs to, we can apply genetic analysis methods to find the genes causing each sub-type of disease. Specifically, we focus on studies where clinical measurements have been assessed on entire families.  Individuals within families are obviously related to each other and the statistical model we develop specifically takes into account the individuals kinships.  This novel method will increase the ability of researchers to find the genes responsible for complex diseases. Finding those genes will provide a better understanding of complex diseases that may ultimately lead to improved preventive and therapeutic interventions.",3 yrs 0 mth,https://webapps.cihr-irsc.gc.ca/decisions/p/project_details.html?applId=172420&lang=en
172441,Prospective Evaluation of Long-term Outcomes after Pulmonary Embolism: The ELOPE Study,Kahn  Susan R,"Kahn, Susan R; Granton, John T; Hirsch, Andrew M",CIUSSS de Centre-Ouest-de-l'Ile-de-Montr&eacute;al-Jewish General,Qu&eacute;bec,Canada,200809,479053.0,Operating Grant,Operating Grants,Clinical,Circulatory and Respiratory Health,Exercise Capacity; Longterm Outcomes; Natural History; Pulmonary Embolism; Quality Of Life; Risk Stratification,"Venous thromboembolism (VTE) is a serious cardiovascular condition. VTE consists of deep vein thrombosis (blood clots in
the veins of the leg) and pulmonary embolism (PE) (blood clots lodging in lung arteries). PE, the most serious form of VTE,
affects about 30,000 Canadians each year. Most patients are expected to survive a PE if diagnosis and treatment are
initiated early. However, very little is known about the long term effects of PE on one's health. In this study we will carefully
evaluate the long-term impact of PE on heart and lung function, quality of life, ability to work, symptoms of breathlessness
and functional status of patients one year after their initial diagnosis and treatment for PE. We will try to determine which
features of PE at the time of diagnosis or during follow-up are associated with poorer outcomes. Our results will provide
new, important information on the long term prognosis of PE for patients and physicians and could influence future
preventive or treatment strategies for this condition.",4 yrs 0 mth,https://webapps.cihr-irsc.gc.ca/decisions/p/project_details.html?applId=172441&lang=en
172443,"Toward Reducing the Risk for Violence-Related Adverse Events among People with Major Mental Disorders: A Prospective, Repeated-Measures Study",Douglas  Kevin S,"Douglas, Kevin S","Simon Fraser University (Burnaby, B.C.)",British Columbia,Canada,200809,710376.0,Operating Grant,Operating Grants,Clinical,"Neurosciences, Mental Health and Addiction",Longitudinal Cohort Design; Mental Health; Risk Reduction; Suicide-Related Behaviour; Victimization; Violence,"Unfortunately, people who suffer from major mental disorders such as schizophrenia, bipolar disorder, and major depression are at heightened risk to experience violence-related events in their lives. This includes suicide and suicide attempts, being victims of violence, and also engaging in violent behaviour. These adverse events are also related to one another. That is, people who experience one of these events are more likely to experience the others, compared to people who do not experience any of them. Separate lines of research have identified numerous risk factors for each adverse event. However, an integrated study of all three adverse events has yet to be undertaken, despite the great promise this holds for reducing the risk of these multiple adverse events. Such a line of research can enhance the health and safety of persons with major mental disorders by increasing the understanding of what factors lead to increased and decreased risk, and informing treatments that can reduce the risk for multiple adverse outcomes. This research project will follow a group of 300 persons with major mental disorders, and a matched comparison group of 150 persons without mental disorders, in order to determine (a) what the common and unique risk and protective factors are for suicide-related behaviour, victimization, and violence, (b) which of these risk and protective factors change over time, and hence would be particularly promising areas for risk-reduction intervention programs. In order to accomplish these goals, the study will include comprehensive baseline assessments of risk and protective factors, and three follow-ups within 12 months.",5 yrs 0 mth,https://webapps.cihr-irsc.gc.ca/decisions/p/project_details.html?applId=172443&lang=en
172445,Finding the endocrine and genetic determinants of obesity: The Newfoundland study,Sun  Guang,"Sun, Guang",Memorial University of Newfoundland,Newfoundland and Labrador,Canada,200809,806518.0,Operating Grant,Operating Grants,Biomedical,"Nutrition, Metabolism and Diabetes",Cck; Food Intake And Macronutrients; Genetically Homogeneous Newfoundland Population; Ghrelin; Gut Hormones; Ppy And Pyy3-36; Snps; Willett Food Frequency Questionnaire,"Eating more than one needs is a major cause of human obesity. The gut produces chemicals called hormones that tell the brain how much we need to eat. If the level of these hormones is abnormal, one may eat too much leading to obesity. We think that one of the reasons why more people in Newfoundland are overweight/obese may be due to abnormal levels of these hormones. This abnormality may be genetic. We will study the role of genes in causing this abnormality in the Newfoundland population. We will measure food intake, total body fat, the level of gut hormones and relate these with any abnormality found in the genes we study. This information will help for development of medication to control abnormal gut hormone levels, food intake and obesity.",5 yrs 0 mth,https://webapps.cihr-irsc.gc.ca/decisions/p/project_details.html?applId=172445&lang=en
172448,Search for genes of hypertension,Hamet  Pavel,"Hamet, Pavel",Centre hospitalier de l'Universit&eacute; de Montr&eacute;al (CHUM),Qu&eacute;bec,Canada,200809,846765.0,Operating Grant,Operating Grants,Biomedical,Circulatory and Respiratory Health,Environmental Exposures; Epigenomics; Hypertension; Obesity; Personal Risk Prediction; Whole-Genome Association,"Hypertension (HT) is a well recognised global disease burden, which has yet to be resolved. Genomic determinants
contribute significantly to HT and cardiovascular outcomes, which tend to cluster in families; however, their impact is blurred
with age and progressive exposure to environmental factors. That is probably one of the reasons for only moderate success
in determination of common genomic variants causative for HT in spite of significant endeavours in genomic analysis of
hypertension. The so far identified variants contribute only modestly to overall risk. While genomic determinants are not
modifiable, the degree of DNA methylation (epigenomics), resulting in modification of transcription of specific genes, and the
telomeric length, are modifiable, reflecting past and current impacts of environmental factors. We hypothesize that
integrating the information from genomic signatures of HT with progressively modifiable parameters will enhance our
capacity to predict and prevent cardiovascular outcomes. To achieve this we will: a) analyze outcomes, temporal
characteristics and familial clustering using hospital and genealogical records; b) partition hypertension into clinically and
genetically defined subsets along phenotypic and genomic characteristics; c) search for genomic signatures of early nonfatal
and fatal cardiovascular outcomes utilizing enhanced level of combined genomic and epigenomic analyses in defined
subsets of hypertensive families d) use results of the above to develop ""Personal Risk Prediction"" tools in collaboration with
our bioinformatics co-investigators and in partnership with IBM Research. The goal of our research is to develop predictive
medicine tools to help doctors diagnose risks before they manifest, with a potential of primary prevention to reduce diseases
burden.",5 yrs 0 mth,https://webapps.cihr-irsc.gc.ca/decisions/p/project_details.html?applId=172448&lang=en
172462,Assessing the impact of healthy eating and physical activity policies on school based practices and health and health behaviours of children in Nova Scotia,Veugelers  Paul J,"Veugelers, Paul J; Kirk, Sara F",University of Alberta,Alberta,Canada,200809,737908.0,Operating Grant,Operating Grants,Social / Cultural / Environmental / Population Health,"Nutrition, Metabolism and Diabetes",Childhood Obesity; Healthy Eating And Active Living Strategies; Policy Evaluation; Population Health; Primary Prevention; School Health,"Childhood obesity is a major public health concern in Canada. The Children's Lifestyle and School Performance Study (CLASS) was conducted in 2003 and demonstrated the extent of this concern in Nova Scotia by identifying that 32.9% of grade 5 children were overweight, with 9.9% considered obese. CLASS also shed light on the significance of unhealthy eating and sedentary behaviours of children in Nova Scotia and contributed to the development of recent provincial policies and programs addressing these issues. However, the effectiveness of these policies and programs is not known. We do not know how policies and programs have translated into healthier school practices or if and how this translates into healthy eating and active living behaviours and healthier body weights among children. Knowledge of the effectiveness of policies and programs is important to justify past investments and inform future policy decisions.
The proposed research will collect data and analyze changes related to healthy eating and active living at four different levels: programs and policies by the (1) Provincial Government and (2) among School Boards; (3) school practices; and characteristics of (4) children and families. Qualitative and quantitative methods are proposed to study how Provincial and School Boards policies and programs have affected school practices and to shed light to how changes in policies and practices are related to changes in diet, physical activity and body weights between 2003 (original CLASS observations) and 2011 (proposed data collection). 
The results of this study will demonstrate which policies, programs and practices have been significant in addressing factors related to children's health and health behaviours. This research will help to inform future strategies by demonstrating ""what has worked and why"" in a province where childhood obesity rates are among the highest in the country.",4 yrs 0 mth,https://webapps.cihr-irsc.gc.ca/decisions/p/project_details.html?applId=172462&lang=en
172468,A Translational Approach to Neuro-Inflammation and Functional Outcomes After Human Spinal Cord Injury,Kwon  Brian K,"Kwon, Brian K",University of British Columbia,British Columbia,Canada,200809,351444.0,Operating Grant,Operating Grants,Biomedical,"Neurosciences, Mental Health and Addiction",Behavioral Outcomes; Biomarkers; Human Clinical Trials; Multiplex Bead Array Technology; Translational Research,"Spinal cord injuries result in devastating paralysis, often in young, otherwise healthy individuals. A great deal of scientific
research into spinal cord repair/regeneration has been conducted over the past 30 years, offering much hope to individuals
with this catastrophic injury. Despite this, all therapies which have shown great promise in animal models of spinal cord
injury have failed to demonstrate benefit in human clinical trials. Hence, there are no treatments currently available to
reverse the paralysis of spinal cord injury.
When the spinal cord is injured, an inflammatory reaction is triggered. This inflammatory response is thought to contribute to
further damage. In this research project, we will investigate the inflammatory response to spinal cord injury in human
patients by sampling their spinal fluid and measuring proteins that regulate inflammation. We will correlate these
inflammatory proteins with the severity of paralysis and the behavioral/functional recovery of these patients. This will
establish a method of classifying patients according to biological, rather than functional criteria. We will then test whether
these proteins are influenced by a drug called minocycline, which is currently being tested in patients with acute spinal cord
injuries. This will help us identify biological methods of measuring treatment response.
Establishing biomarkers of injury severity and treatment response will be extremely valuable in facilitating clinical trials of
new SCI treatments, and will potentially speed up the process of validating new therapies for this devastating injury. Also, by
revealing new information on the human inflammatory response to injury, we will identify important aspects of the acute
pathophysiology of spinal cord injuries that may be important targets for new treatments.",3 yrs 0 mth,https://webapps.cihr-irsc.gc.ca/decisions/p/project_details.html?applId=172468&lang=en
172475,Cellular basis of synaptic communication between inhibitory interneurons in the hippocampus,Topolnik  Lisa Y,"Topolnik, Lisa Y",Universit&eacute; Laval,Qu&eacute;bec,Canada,200809,616090.0,Operating Grant,Operating Grants,Biomedical,"Neurosciences, Mental Health and Addiction",Electrophysiology; Inhibitory Interneuron; Network Computation; Synaptic Transmission; Two-Photon Microscopy,"How circuits of neurons process information depends on the dynamic dialogue between two network elements: principal cells and local circuit inhibitory interneurons. As network gatekeepers, GABAergic inhibitory interneurons control all stages of information processing by principal neurons, from signal integration to generating spikes and synchronized network oscillations. To perform these precise operations, inhibitory interneurons must be tightly organized in functional ensembles. In the hippocampus, the brain structure involved in learning and memory, a specific population of inhibitory interneurons selectively innervates other GABAergic cells, and may provide the cellular basis for such higher-level control of network computations. However, the physiological properties and the role of these cells in the local circuit dialogue remain unknown. We propose that the specific physiological organization of these interneuron-specific interneurons (ISIs) allows them to efficiently integrate multiple cortical and subcortical inputs and to act as a fine-tuning device sculpting the inhibition received by principal cells. We will use a combination of whole-cell patch-clamp electrophysiology, two-photon microscopy, and pharmacology in acute slices of mouse hippocampus to investigate: (1) how ISIs integrate signals and produce spikes; (2) how their signal integration is affected by the activation of subcortical inputs; (3) how connections between inhibitory interneurons are modified by changes in activity; and (4) how the inhibitory control of local circuit inhibition directs the network activity.
This investigation should provide essential information about the functional organization of inhibitory interneurons specialized to control network inhibition. It will also yield new important insights into how the interactions between specific neural elements form working neural circuits, and how these may break down in brain disorders.",5 yrs 0 mth,https://webapps.cihr-irsc.gc.ca/decisions/p/project_details.html?applId=172475&lang=en
